"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"A11",-0.0408992193826343,0.711685391958537,1.381045479201,-0.28574057707081,-0.236232458758262,0.844242617512404,-0.482883009213579,-0.785648543687521,-1.30537596919286,0.642476572606448,-1.56164004680504,0.618460155815756,1.52543136874324,-1.37562037297039,-0.525847979678465,1.55147330558263,-0.493032719588772,-1.22292297830778,-1.37173868952496,-0.216449025867886,-0.00214190427896181,1.16798993238501,-0.193138607292838,-0.83683472209639,-0.136729890278638,0.432404738087134,-0.141493289702098,-0.351237268438441,-1.22204023956732,0.90106442336493,1.55530636322108,0.669325114528813,0.404690311012219,0.0572261543056128,1.80997645060533,1.04397567082579,0.466278646151914,0.0176127041918046,-0.167889408048239,-1.01085532583915,1.02122598018023,-0.29463731953071,0.429016990559731,-2.08326095685658,1.43862207758277,2.03020869920989,-0.568392452246943,-0.120370854044541,-0.690018548957903,1.95128900735207
"A12",0.209740436210561,1.2548514680089,0.811762424288085,-0.525124203898545,0.570238231390637,-0.24174731962586,-0.567356520337339,0.1029086095254,-0.676497003594261,-0.0704194619013765,0.294972859515397,0.714604917022782,0.978477429379017,-0.325677906940818,-0.486322536272193,0.592532962621796,-2.55143888434233,0.705781075272829,-0.817988462215492,-1.7285971880032,-0.0310336479398447,0.840406273751515,0.791353114625584,-0.183966087870244,0.994266256426035,0.659466171884417,0.203754984769131,-0.598152592673441,-1.9448479129218,0.605859467751908,-0.0364381873380167,0.663872654592224,-0.116558300985206,-1.36459622123715,1.94527204456107,1.84869725122283,-1.37564737584325,-1.10736040625774,-0.0419417074032358,1.28045498506332,0.329727624737819,-0.641561503576231,0.779276064987936,-2.89299015993089,2.50686269725294,1.28289466147877,-1.15933191845031,-0.542839064203477,-0.559507801463068,0.549630363388511
"A13",0.467800130718632,-0.884910412882347,0.518468741848744,-1.01544325157214,-0.0975968589790237,0.918548039378258,-1.27728676341179,0.29608312495314,-0.869591533594819,0.805875946958409,-0.96549788976761,1.04387767835114,-0.239708637735355,0.0873144222717255,0.486412188818529,0.174508122939235,0.00577562994917036,-1.21326314652547,-1.24328259321996,0.700750150139789,-0.574024098538545,-0.624611060957178,0.293569251547953,-0.275132088446187,1.36041023288425,1.12015814814158,-0.11499864838916,-0.208734839192821,-1.23276740699729,-1.05175403603437,0.0614166580556107,1.23345426792924,1.80378857202113,-0.533003541225736,1.35688747269722,0.466110677536372,-0.327812801716715,-0.554418860101725,-2.11266753086873,-0.0209431911952115,0.238023560730206,0.964700428494013,2.06900481307753,-0.334844662943028,0.50954082016587,0.619580750814707,-1.58048839565907,0.263787770597019,-0.506676644602693,0.353659366440773
"A14",-0.0258444907502315,0.595982448157309,0.843742604519762,-0.0801521138734894,0.748044666019041,0.890911514338665,-1.08758307683666,0.00854729334020737,-0.168895435068285,-0.789222896080966,0.791033302260504,0.387187245939171,-0.43070957541584,-0.7455751859267,1.3569553668223,0.847976094500382,-0.233250325498575,-0.831333411493518,-0.395966071300626,-0.0212966964973984,-0.482159908259394,1.81030050701388,1.28917244320394,-0.875676865910136,0.334944629640194,1.61412455697028,-1.25665855900769,-1.09129063638199,0.0854032036855086,0.384559755082366,0.758206326254697,0.17980435982433,2.08789703239563,-1.1816574064472,1.3074661015479,1.88260373068537,0.0580692416163138,-0.171636632553133,0.31863285523609,0.480867432195618,0.251634079025905,2.05291835159474,0.451643058238445,0.256604351496773,0.63930096126942,0.365136838794015,-0.93969263131904,-1.56388933063548,0.376951356897946,-0.0862519476276673
"A15",0.390201908727005,0.341375027257339,0.0885236540450093,-0.969782341264942,0.131813841781469,1.52606554208693,-0.425097843655433,-0.831976101439848,0.342750777481545,0.682504220565509,-0.465251418581129,0.178882564790518,1.09534397644186,-1.12986411474065,-0.171565769464217,1.11167372318771,-2.29206486448164,-1.60065648307647,-0.351675008735816,0.266435235498199,0.17606775891913,0.896395692943212,1.23837926152918,0.00186237236713838,1.32388341794108,0.189863634249197,-1.57966692867268,-1.10589074979491,-0.547687713574014,0.157338204173071,-1.10852749087925,0.549857493987154,0.434117422949629,-0.92582736042738,0.950756707960224,0.633907203962599,-1.04015468234267,0.190753809735292,-0.457207975879316,0.11060232480921,0.845238409579432,-0.673283163855361,-0.26775746166963,-0.0212546011506511,0.101287500182709,0.0774695267670509,-0.608957571329566,-0.109269790295455,-1.07033750457916,-0.000186373027909359
"A16",0.469492843365674,-0.40424303944355,0.623271499638354,-1.53033340942458,1.03414079931796,0.769505529337142,-0.835905863708881,-0.173676858311022,-1.13347655917928,0.755614697115156,-0.75659755285806,1.05795359413865,0.0436044755361449,-0.732164812433182,1.55662414213195,1.38323096596859,-0.958650756701062,-0.953471586642847,0.31450382181247,-0.307200928044321,-0.00367129048250234,0.448295320533397,0.986952563533956,-0.644769763873157,0.126687224813665,0.892522019025451,-0.192793521807223,0.105207154154798,-1.06523531665735,0.363581444358844,-0.319215647645165,0.870070889263611,0.386311562216895,-0.486258597423765,0.752110427759676,1.03677039822999,-2.18597568001212,0.0425860602383671,-0.499869538527453,0.69125212623911,0.55558664178207,-1.00988611289284,-0.54559171634384,-1.09234450463311,0.13965443107174,0.692658697923217,-1.42394686017765,-1.69717728597418,-0.361420288064985,0.522398884112919
"A17",-0.337560401314473,0.0891411443461859,0.55314936854182,-0.497485279241137,0.979157212345654,0.0273145060664548,-1.8543636302678,-0.898997903243226,-1.20735152287103,-1.4387528020781,-1.24565872591843,0.150777697884588,-0.0599994956915615,-0.610410335033966,0.653029690506738,0.234319982262954,-1.22174128073212,-1.81499712870243,-0.323486636272344,0.620319875195759,0.66244579386642,-0.359661733443551,0.544071927834975,-0.911180832439341,1.22807782122546,0.990978083078909,-0.460611778132915,0.0263868116683951,0.533032028762586,0.487200531573595,0.729545969236067,0.839132448991225,0.540200184523491,-0.0795913421367553,0.298728229455657,1.37165441516026,-0.777077162184999,-1.41288018800592,-0.144169692436706,0.28579374703945,0.495590203530426,1.28207730636209,-0.545109380561816,-0.989209413197555,1.59720412206574,0.666801599901188,-1.51243383674148,-0.553164176182156,-0.843561909855454,0.457419591628511
"A18",-0.67889368888019,1.84352672983395,0.744056972028965,-2.43200300174797,0.763973135875247,1.16319235474207,-0.758743518481765,0.276864619497599,-0.401273837726094,0.0704215418515086,-1.53747955580797,0.577742201420373,-0.193917501338267,-1.15145689347557,1.27950656759286,1.30525646376178,-1.46258145608772,0.64264900270941,-0.086869240455122,0.638990764957449,-0.145550228722495,-0.360201353983735,2.04402886279981,-1.40947156998839,0.923896426780317,1.47020676815908,-0.502903384044859,-1.0374959536654,-1.09018223773884,0.302982377976722,1.56184423550448,-1.58719421955275,0.511608898743717,-0.429840429585269,2.29660951350706,1.94859776467342,-1.71637261518243,0.310140352320349,0.0565147982978724,-0.564496980829412,0.257028579641923,-0.362801031675137,1.0776746657626,-1.55610132291032,0.37885698783551,0.580729987669296,-1.04333303006224,-0.954899627382547,-0.430368295758077,-0.305202023685858
"A19",-0.053356225145366,-0.113531747897995,-1.069186880892,-0.514468170709897,-0.465373767585344,1.43225134485007,-0.0989612636701396,-0.108527440732633,-0.0904596928750671,-0.619517704517694,-0.41471190336956,-0.868811539675923,0.639952589457178,-1.15379595066364,0.397269729479596,0.398566737840688,-0.117845228832299,-0.231901078394717,1.57535097348745,-0.680008711356238,0.197509104760265,-0.281001647496759,0.95466129393453,0.695709470802065,0.641868481054304,0.994450244111781,-0.619803395799396,-0.538439893469993,-0.160913863543864,0.222175930745066,-0.24421785129772,0.500685391020404,0.0797444739624567,-2.04151054592232,1.20316473702103,-0.0975390442913635,-0.317444200530808,1.06077598466195,-1.27691923235533,0.156114779004692,-0.851422383693441,2.13657547095029,0.187889659916079,-0.366212077905581,-0.360453225932464,1.17340881486083,-0.757671232254315,-0.50296221196592,-0.307075495728073,0.498318472062453
"A20",0.231010676831338,-1.54670775367924,0.0279247530385481,-0.982356430781343,0.322871704973272,0.325888162278152,0.0140619585376344,-1.34261096654056,-0.809155910951426,-0.0234822430776085,0.574802991387787,1.24418135186441,0.246010106827269,0.138051901031022,0.493299964020636,1.48039039731315,-0.525918893813923,0.136012920608956,0.532605748826196,-0.138206520730139,-1.59801715795541,-0.29605914371372,-0.618986686260769,-0.718647615714029,0.439261003697992,1.02349207906114,-1.31059971892982,-1.5133526163317,-0.253939126260613,0.541108239320952,0.682051805442853,-1.26303876083889,0.329819357392702,-1.58607261526269,1.40277534801353,0.896378510705304,0.233518383814013,-0.439271383900852,-0.991307825456438,0.804100107841745,-0.0541960583739976,0.342336743962218,0.396539548584794,-0.80965508105568,0.830870553037898,0.506562707597201,-2.53964267979454,-0.441871631124044,-0.822871664892515,-0.420083930123113
"A21",0.399654446337037,0.0272423796888627,0.238075720558513,-1.12538609230346,-0.352281871436346,0.765121513306337,-0.746825508169632,-0.457360695885396,-1.36598468911128,-0.294268452727522,0.733337070117363,-0.762535279777979,0.580946876603757,-2.36269372072221,0.922516569527503,1.45824030293295,-0.0360617334042771,0.267017920684223,-0.525869222584383,-0.114156000400814,0.309266402966405,-0.234095446710923,0.950875538896321,-1.53179266043488,0.62038061867898,1.32043773147964,-0.896303337840842,0.16884045440964,-0.829682491774645,-0.0947175708675883,0.241780733943803,-0.0970881205576187,0.898236254363773,-0.252828313774975,0.403181953378967,-0.0492297167885594,-2.11122001736581,-0.610942672027095,-0.899604307581542,0.164375346225935,1.14581551882638,0.77200582162893,1.2024847083649,-1.1426939295356,1.09901430763765,1.00025411890187,-0.465896714078217,0.319672766649994,-0.243121959692641,0.50963940749395
"A22",0.143460641606191,-0.362764298758069,0.557702167503869,-0.422483197738409,1.77459036887297,1.00651057194982,-1.32022069599992,-1.06410594762441,-1.35865820222497,-0.399725243550746,-0.00761765154041659,-0.00122649674973437,1.74402783461286,-0.728849651771376,0.467733879141358,1.22518110938208,-0.60008016193103,0.165569891486246,-0.497762051561984,0.252556687528861,-1.52114390168915,-0.510293624711955,0.253290421330365,-0.64834080325455,1.67358141721841,-0.242053750012847,-0.155822095528061,-1.35573774321718,1.30276257240667,0.615543490780557,-0.0316733588260396,0.642398253363494,0.687830751936858,-0.688182218131691,0.704597599427333,1.20453118880199,-0.662191063964078,-1.07176269352748,-0.288515402275646,-0.617266703318008,0.329480669776873,-0.332467278903056,0.713426542674769,-0.901200369457032,0.0129677040319308,-0.0931322390225517,-0.603981279245446,-0.959708902867796,0.00242341374567889,0.4055070786272
"A23",0.565885556804311,0.579851550232313,0.843599738237996,-0.672655991156731,1.36618591034441,0.923647001229692,-1.3206911597175,-0.958984158160434,0.569063632657324,-0.476484029540285,0.124104238206695,0.44937354647805,-0.963041537782595,-1.36497923865752,-0.0047927984115419,0.5348855131257,-1.80725982703038,-1.01265015430753,-0.73467154716775,-0.27518419381827,0.144099381059873,0.307731900207928,0.517194576074033,0.0618614206733699,0.271594640031506,1.52051844957594,-0.042499694159711,0.231655926754445,-0.295760590493887,0.283120403616112,-0.526996357068331,0.116059882441724,0.101509622156426,-0.876180948924976,-0.00177133494525905,0.909609838046861,-1.83633621185681,-0.0846528007747411,0.858753415932714,0.662675225872781,0.538892978580763,0.412435421895024,0.816197242056651,0.401946723629134,0.932870453860526,1.03913305692121,-1.20985743211891,-0.320660644024484,-0.786074885413588,-0.258426155437931
"A24",-0.905366425609618,-0.628560429369919,0.558259934311389,0.124380183092495,1.78395761098978,0.558541871134156,-0.806678584853422,-0.610556839592574,-0.97330490443694,-0.13939818187148,-0.498598725312449,-0.537799042494414,0.00154389019341811,-0.782836737163611,0.927428113523643,1.61605196602115,-0.658250384935335,0.207633059643656,-0.645381145434499,0.387667395293391,0.465553586951816,-0.469236597066052,-0.638760908759079,-1.52916485595203,-0.99831491289813,2.05928896825664,-1.04826938499665,-0.218389046475393,0.313784702483658,-1.12110545759678,0.914249548554899,-0.475609343971116,1.39566577847061,-0.452699365903298,0.213107303654161,1.74136984979579,-1.05242871060282,0.0272424209862713,-0.581559098829115,-0.263334574952561,-1.12886819813836,-0.212372511495016,0.516164055913893,-0.462860636509344,1.48380903951265,1.37083454758926,-0.703941301193151,-0.535340320433003,0.55923652484055,-0.0625159884763393
"A25",0.193870510983478,0.453663209097515,0.169110546302884,-0.222312145675498,0.303970823273225,0.660127589468223,-1.04290158169013,0.0311749161083983,0.579248914497352,1.03364168357731,-0.570270567609283,-0.860262105547145,0.418363900422762,0.213695384762809,1.68111225891439,1.39683322696484,0.190356237975715,-0.759250818124217,-0.156518326759325,0.371031840784547,-0.0658882719836733,0.330414269374982,2.16780809100112,0.556722613890895,1.06568872907698,-0.0621341126801769,-1.1123864261173,-0.797408571966863,1.17056145284852,-1.29686077718964,-1.2001976607987,0.288406171612191,1.50559968242278,-0.163072918914997,2.23378872478089,0.971480849647529,-0.608748961338363,0.521658037307536,-0.675886299716047,0.326488534045031,-0.508914239213372,0.648286077516227,1.64128208517003,-0.547990624974289,0.627648908635714,1.2424228531229,-1.01358832283163,-0.150840027215364,-1.8283984649051,0.328352794433155
"A26",0.169149930138089,0.693358177151065,1.08129616385036,-0.818897175322989,0.743791512431553,-0.052574696185461,-0.565801321094762,-0.692415108432933,-1.02649242308915,1.37707527720459,0.54974502214785,-0.510662010534371,1.04822142850458,-0.690085761691935,0.507505566284806,-0.29286660921591,0.0683879563072134,-0.724909912350531,0.780185962113813,0.189703037356875,0.821525251261311,-1.33674024603412,-0.813140566589877,-0.417590354813328,1.06275498235157,0.56968559873468,-1.03562489149762,-0.24056076812086,-1.22584520782247,0.395318617203003,0.244284797204804,-0.518984552577898,1.46542137128888,-1.2824673840969,-0.418632485945675,0.822632706934009,0.45473522081097,-0.504897023975938,-0.258852280042659,-0.940808321442957,-1.31525434358297,-0.295702890058324,0.505385362819774,-0.155468722639373,-0.142373402346241,1.16720560783675,-1.34260303260507,0.578078278614383,-0.74220705174202,-0.464712626222943
"A27",-0.0838207301888196,-0.172495095227745,0.466337612313077,-0.868569719587955,1.28401176613232,0.113499285045346,-1.39096451022054,-0.455771831209608,-1.80444168966889,0.306009978515499,0.0843695601729408,-0.644999577434435,0.299936275529062,-0.352552523653902,1.97149015230403,1.80123149452455,-1.42971934144905,-0.0892450558499283,0.56626423095113,-0.94670539293409,-0.170278811688018,1.3496223685929,0.881888079251461,-0.200182340501364,0.559215680208717,1.8382873832444,-1.15291765686877,0.253874320117275,-1.05321455742873,1.42009921058663,-1.02577442897028,0.350642274072879,0.326918362504337,-0.671734978447509,1.45089323467681,-0.0191235440211603,-0.181478958981938,1.46959020558084,1.4896772971035,0.387000693121979,1.40232259841014,0.722729678004249,-0.763066681462822,0.540897543492412,0.3251557381175,1.59876937644187,-1.19671753081556,-0.832260162476573,-0.731695505891932,0.342728736158539
"A28",-0.662487657291299,-0.543112183860301,1.07218242134334,-1.80595403121428,0.506782070660434,1.06827006481933,-0.762261585489236,-0.616451553106469,-0.938029400733625,0.486955331974193,-1.94911257242635,-0.398518015289453,1.35256229325911,-0.261982830799471,0.598072750061274,0.323194843565675,-0.447191128987762,-1.52338032701871,0.0443499658756354,0.939645372733637,-0.259324737825099,-0.0378098568896788,0.789114931856613,-0.346910433259557,-0.52438900721016,0.0917610929039367,-0.82771012203361,-0.496444875740223,-0.108319227368588,0.473704135804618,0.185104095957303,1.10497720077371,0.915155973077283,-0.401550572176164,0.845691353212681,0.522237316849967,-0.975913570493744,0.346076371644279,-0.312164717562163,-0.237648410572462,0.264328561957304,0.68037091835197,-0.40608373050101,-2.08675418707697,0.623554159631102,1.69644854721474,-1.10364869151617,-0.702744367062955,-1.02536628819428,0.277199960703023
"A29",-0.275661425574537,-0.395517024378854,1.40428386518051,-0.944966531015311,1.09278479585008,1.42266456329495,-0.537053719074887,0.46763614859505,0.440173969308543,0.305638510793516,0.48158232981264,-0.139267098868962,0.196289084384964,0.43995111954308,1.80167752961106,1.50168637808338,-1.12707957396482,-0.969071716253378,0.463961261549723,0.703627155754042,1.04318031028963,0.0108273904235101,1.41008134075548,-0.5417123488695,0.815673596144113,1.75903031276082,-1.05776722547619,-0.313994954983931,-0.921003252673399,0.449722690902951,-0.811656198652066,0.683800185448436,-0.686406342626322,-1.59880701243823,1.48678580430893,0.615706274230301,-0.648809327107383,-0.438274854609495,0.0459877206194099,0.518327737950501,0.707121202126044,0.803310566737072,0.320976263307719,-0.0506920606146397,1.70311343516377,1.38741496568899,-0.274863473888244,-1.12929856841301,0.496028841469059,-0.215706733504211
"A30",-1.24165724147929,0.459784813881073,0.803754645288607,-1.05170230070669,0.0775941156480081,2.39110962434578,-1.23926257737172,-0.715180064073421,0.0148417953820589,0.870316435416259,0.392164329787559,0.198174503966742,-0.0421155443834781,-0.950181235442325,0.32057146570701,1.13862244336501,-1.38850156035127,0.481450375128178,-0.315338836928353,1.32019716903984,1.75755945246934,0.27049730566858,-0.152848817971586,-1.30110410555915,0.294349114192129,0.504778168088609,-2.01525697610885,-0.507979524773036,1.38003698302972,0.45270558965671,0.196456326899776,1.08963461510932,0.107862365038373,0.489871635379844,1.11775866530996,0.322039457940421,-0.634240324525614,0.0711277331435052,-0.668781056209532,0.873116081193028,-0.878366378637616,0.309303929279106,0.308750395416906,-1.00749614810439,1.39793053127101,1.81872151306315,-2.71396524233875,-0.95636513299846,-0.552474006883585,-0.198390196653125
"A31",1.08584183631169,-0.154651585127934,1.33736510860763,-0.653150384024513,0.958199399222844,-0.201561046555139,0.667630003974006,-0.0370539548135211,-0.395531643199,0.682794633718512,1.23762226461137,-0.477725375662394,0.79090949089351,-0.923467780968303,0.698648651206287,1.28259653398,-1.33889505299124,-0.784188318665484,-1.39949791981684,0.922187403018768,0.691279229409597,0.163798905213403,0.783271674867808,-0.0949033142880694,0.672612852713951,0.044367617609865,0.537855398066753,-1.35625390257303,0.270953355206103,-0.0240084067095281,-0.460453316497569,0.870802614666134,-0.221706102512551,0.984686054989609,1.39053139341633,-0.445461646514569,-0.748516983590119,0.482792704345458,-0.244534655413286,0.495410907636341,0.871200809851059,-0.00527148825039182,0.566906132383333,-0.668928564590734,0.604605637218952,1.68177602770402,-1.10757431872627,-0.56508283653503,-1.21631940317572,-0.0829470743889325
